Eunimart Ref ID,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available,Image,Image.1,Image.2,Image.3,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Top Note,Middle Note,Product Code,Product Link,Strength,Sustainable,Type,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00005376,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Beautiful Rose Eau de Parfum - 100 ml,,75-100 ML,1,Body Cupid,899,881,Beautiful Rose Eau de Parfum,,,1,Units,,"Body Cupid Cosmetics Private Limited, Eurolux Fragrances (P) Ltd,Plot no.284,Sector 7,IMT Manesar, Gurgaon 122050 Haryana , India",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BodyCupidWomenBeautifulRoseEaudeParfum-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BodyCupidWomenBeautifulRoseEaudeParfum-100ml_2.jpg,,,,,,(Y),(Y),(N),,,,Female,,Rose,,,Daytime Fragrance,Spray,,,,Floral,,Floral,Floral,17218064,https://www.myntra.com/perfume-and-body-mist/body-cupid/body-cupid-women-beautiful-rose-eau-de-parfum---100-ml/17218064/buy,Strong,Regular,,,,,,,,,,,,,,
EU00005377,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Bella Rouge Eau De Parfum Natural Spray - 100 ml,,75-100 ML,1,RIIFFS,1250,1250,Women Bella Rouge Eau De Parfum Natural Spray,,,1,Units,,"UVP CARE, AL-FAKHAR PERFUMES & COSMETICS TRADING L.L.C., DUBAI, U.A.E.",United Arab Emirates,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15RIIFFSWomenBellaRougeEauDeParfumNaturalSpray-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15RIIFFSWomenBellaRougeEauDeParfumNaturalSpray-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15RIIFFSWomenBellaRougeEauDeParfumNaturalSpray-100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15RIIFFSWomenBellaRougeEauDeParfumNaturalSpray-100ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Cruelty-Free,Spray,Natural,,,Woody,,Woody,Woody,18856918,https://www.myntra.com/perfume-and-body-mist/riiffs/riiffs-women-bella-rouge-eau-de-parfum-natural-spray---100-ml/18856918/buy,Strong,Regular,,,,,,,,Natural,Natural,,,,,
EU00005378,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Black XS Eau de Parfum 80ml,"Violet,Black",80ml,1,Paco Rabanne,6850,6165,"Notes
Top Note: Tamarind flower and Cranberries
Heart Note: Hellebore rose and Black Violet
Base Note: Massoia wood and Black Vanilla",,,1,Units,,"TIRUPATI BIZ LINK LLP, BACCAROSE Perfumes & Beauty Products Ltd, 6th Floor, 66, Maker Chamber VI, Nariman Point, Mumbai- 400021 Contact Number 1800220949",Spain,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PacoRabanneWomenBlackXSEaudeParfum80ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PacoRabanneWomenBlackXSEaudeParfum80ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PacoRabanneWomenBlackXSEaudeParfum80ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PacoRabanneWomenBlackXSEaudeParfum80ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,"Tamarind,Rose",,,,,,,,Fruity,,,,10303401,https://www.myntra.com/perfume-and-body-mist/paco-rabanne/paco-rabanne-women-black-xs-eau-de-parfum-80ml/10303401/buy,Strong,,Perfume,,,,,,,,,,,,,
EU00005379,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Bloom Eau De Toilette - 100 ml,,75-100 ML,1,MONOTHEME,2299,2184,Women Bloom Eau De Toilette,,,1,Units,,"ADP ASCENT BEAUTY PRIVATE LIMITED, MAVIVE SPA, VIA ALTINIA, 298/B 30173 DESE- VENEZIA ITALY",Italy,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MONOTHEMEWomenBloomEauDeToilette-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MONOTHEMEWomenBloomEauDeToilette-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MONOTHEMEWomenBloomEauDeToilette-100ml_3.jpg,,,,,(Y),(Y),(N),,,,Female,,,,,Cruelty-Free,Spray,,,,Floral,,Floral,Floral,20714148,https://www.myntra.com/perfume-and-body-mist/monotheme/monotheme-women-bloom-eau-de-toilette---100-ml/20714148/buy,Medium,Regular,,,,,,,,,,,,,,
EU00005380,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Bloom Long Lasting Eau De Parfum - 50 ml,,50-75 ML,1,Renee,599,449,Women Bloom Long Lasting Eau De Parfum,,,1,Units,,"Renee Cosmetics Private Limited, Aroma De France, 324 Vill Ranu, TA Padra, DIST Vadodara, Gujarat 391445",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ReneeWomenBloomLongLastingEauDeParfum-50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ReneeWomenBloomLongLastingEauDeParfum-50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ReneeWomenBloomLongLastingEauDeParfum-50ml_3.jpg,,,,,(Y),(Y),(N),,,,Female,,,,,Cruelty-Free,Spray,,,,Fruity,,Warm and Spicy,Floral,19184412,https://www.myntra.com/perfume-and-body-mist/renee/renee-women-bloom-long-lasting-eau-de-parfum---50-ml/19184412/buy,Medium,Regular,,Long Lasting,,,,,,,,,,,,
EU00005381,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Bloom Long-Lasting Eau de Parfum - 60ml,,50-75 ML,1,FRENCH ESSENCE,449,399,Bloom Long-Lasting Eau de Parfum,,,1,Units,,"SPECTRAA CARE PRIVATE LIMITED, VANESA COSMETICS PVT LTD. UNIT NO. P-3/107, PLAZA-3, BLOCK A MANOHAR LAL KHURANA MARG, BARA HINDU RAO DELHI-110006",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15FRENCHESSENCEWomenBloomLong-LastingEaudeParfum-60ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15FRENCHESSENCEWomenBloomLong-LastingEaudeParfum-60ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15FRENCHESSENCEWomenBloomLong-LastingEaudeParfum-60ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15FRENCHESSENCEWomenBloomLong-LastingEaudeParfum-60ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Daytime Fragrance,Spray,,,,Floral,,Fruity,Floral,18810032,https://www.myntra.com/perfume-and-body-mist/french-essence/french-essence-women-bloom-long-lasting-eau-de-parfum---60ml/18810032/buy,Strong,Regular,,Long Lasting,,,,,,,,,,,,
EU00005382,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Blossom Eau de Parfum - 100ml,,Onesize,1,Lomani,1500,1500,Blossom Eau de Parfum,,,1,Units,,"Gian Chand Darshan Lal, Parfum Lomani, 6 avenue matignon, 75008 paris France",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LomaniWomenBlossomEaudeParfum-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LomaniWomenBlossomEaudeParfum-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LomaniWomenBlossomEaudeParfum-100ml_3.jpg,,,,,(Y),(Y),(N),,,,Female,,,,,Daytime Fragrance,Spray,,,,Floral,,Floral,Oriental,20211824,https://www.myntra.com/perfume-and-body-mist/lomani/lomani-women-blossom-eau-de-parfum---100ml/20211824/buy,Strong,Regular,,,,,,,,,,,,,,
EU00005383,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Blu Femme EDP Floral Perfume - Made in Dubai 50ml,,25-50 ML,1,Ajmal,2400,1344,"Notes
Top Notes: floral fresh
Heart Notes: woody floral
Base Notes: musky woody

 ",,,1,Units,,"Ajmal and Sons - SJIT, Ajmals Perfume, Manufacturing oudh Processing industry (L.L.C) P.O.Box:3141, Dubai U.A.E",United Arab Emirates,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenBluFemmeEDPFloralPerfume-MadeinDubai50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenBluFemmeEDPFloralPerfume-MadeinDubai50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenBluFemmeEDPFloralPerfume-MadeinDubai50ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalWomenBluFemmeEDPFloralPerfume-MadeinDubai50ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Daytime Fragrance,Spray,,,,Floral,,Fresh,Fresh,7688452,https://www.myntra.com/perfume-and-body-mist/ajmal/ajmal-women-blu-femme-edp-floral-perfume---made-in-dubai--50ml/7688452/buy,Mild,Regular,Perfume,,,,Floral,,,,,,,,,
EU00005384,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Blue Angel Daily Luxury Wear Eau De French Perfume 100 ml,"Peach,Blue",50-75 ML,1,JOHN PHILLIPS,1500,599,"Blue angel daily luxury wear eau de french perfume 100 ml
Design & concept : Endure the joyful breeze of flowers, fruits & exotic woods. The soft fragrance wraps the body odour like delicate chiffon.The sassy & classy fragrance Blue Angel teases your sensuality and is a must have wardrobe essential. This trendy scent spreads a flair of attitude, tantalises your tired senses & appeals to vibrant freshness & energy.
By The Perfumer : Blue Angel Very Fresh Floral Bouquet with Citrus Note and Fruity Touches. The Middle note of Jasmine, Narcissus, Peach and Plum gives more freshness and more diffusion. The accord finishes with a soft Musky Powdery effect and a lasting Sand wood Note.Number Of Sprays: 960Use: Day to NightSkin Friendly: YesLong Lasting: Yes",,,1,Units,,"PIONEER HERBALS, Pioneer Herbals, Sr.No 175/2-B, NEAR WELLKNOWN TEXTILE Athiawad, Dabhel, Daman 396215 (U.T) INDIA",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JOHNPHILLIPSWomenBlueAngelDailyLuxuryWearEauDeFrenchPerfume100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JOHNPHILLIPSWomenBlueAngelDailyLuxuryWearEauDeFrenchPerfume100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JOHNPHILLIPSWomenBlueAngelDailyLuxuryWearEauDeFrenchPerfume100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JOHNPHILLIPSWomenBlueAngelDailyLuxuryWearEauDeFrenchPerfume100ml_4.jpg,,,,(Y),(Y),(N),,,,Female,Odour,"Peach,Jasmine",,,Daytime Fragrance,Spray,,,"Daily,Day",Fruity,,Floral,Smoky,18702790,https://www.myntra.com/perfume-and-body-mist/john-phillips/john-phillips-women-blue-angel-daily-luxury-wear-eau-de-french-perfume-100-ml/18702790/buy,Strong,Regular,,,,,Floral,,,,,,,,,
EU00005385,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Blue Celeste Eau De Toilette 75 ml,Blue,50-75 ML,1,LE PARFUM DEFRANCE,290,290,Women Blue Celeste Eau De Toilette,,,1,Units,,"Paris Elysees India Pvt. Ltd., Paris Elysees India Private Limited",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LEPARFUMDEFRANCEWomenBlueCelesteEauDeToilette75ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LEPARFUMDEFRANCEWomenBlueCelesteEauDeToilette75ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LEPARFUMDEFRANCEWomenBlueCelesteEauDeToilette75ml_3.jpg,,,,,(Y),(Y),(N),,,,Female,,,,,Night Time Fragrance,Spray,,,,Oriental,,Floral,Floral,18234992,https://www.myntra.com/perfume-and-body-mist/le-parfum-defrance/le-parfum-defrance-women-blue-celeste-eau-de-toilette-75-ml/18234992/buy,Medium,Regular,,,,,,,,,,,,,,
EU00005386,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Blush & Tease Fragrance Body Mist 250ml+ Muse Eau De Parfum 100ml,,250ml+,1,Carlton London,3689,1475,"This set consists of 
Blush & Tease Fragrance Body Mist
Muse Eau De Parfum ",,,1,Units,,"RetailNet, The Pack Partners, Plot No. 1405, basement, Sector-46, Gurugram-122002",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CarltonLondonWomenBlush&TeaseFragranceBodyMist250ml+MuseEauDeParfum100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CarltonLondonWomenBlush&TeaseFragranceBodyMist250ml+MuseEauDeParfum100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CarltonLondonWomenBlush&TeaseFragranceBodyMist250ml+MuseEauDeParfum100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CarltonLondonWomenBlush&TeaseFragranceBodyMist250ml+MuseEauDeParfum100ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Daytime Fragrance,Mist,,,,Floral,,Floral,Fruity,18482468,https://www.myntra.com/perfume-and-body-mist/carlton-london/carlton-london-women-blush--tease-fragrance-body-mist-250ml-muse-eau-de-parfum-100ml/18482468/buy,Strong,Regular,,,,,,,,,,,,,,
EU00005387,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Blush Eau De Parfum 100 ml + Blush & Tease Body Mist 250 ml Gift Set,,300-400 ML,1,Carlton London,3990,1995,Perfect for all seasons: Carlton London's Limited-Edition Blush EDP and Body Mist are specially created to be suitable for all seasons and reasons. Its delicate yet captivating fragrance will create a blend of seductive aroma that's unforgettable.,,,1,Units,,"Progressive Lifestyles Pvt Limited, Aroma De France 324 Vil Ranu TA Padra, Dist. Vadodara Gujarat 391445, India",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CarltonLondonWomenBlushEauDeParfum100ml+Blush&TeaseBodyMist250mlGiftSet_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CarltonLondonWomenBlushEauDeParfum100ml+Blush&TeaseBodyMist250mlGiftSet_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CarltonLondonWomenBlushEauDeParfum100ml+Blush&TeaseBodyMist250mlGiftSet_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CarltonLondonWomenBlushEauDeParfum100ml+Blush&TeaseBodyMist250mlGiftSet_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,,Spray,,,,Fruity,,Fruity,Floral,20312676,https://www.myntra.com/perfume-and-body-mist/carlton-london/carlton-london-women-blush-eau-de-parfum-100-ml--blush--tease-body-mist-250-ml-gift-set/20312676/buy,Strong,Regular,Eau de Parfum,,Limited,,,,,,,,,,,
EU00005388,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Blush Fragrance Mist 190 ml,,150-200 ML,1,DressBerry,399,139,Blush Fragrance Mist,,,1,Units,,"Vision Star, <br />Helios Packaging Pvt Ltd.,A-140,EPIP Ind.Area.,Neemrana-301705,Alwar,Rajasthan.",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DressBerryWomenBlushFragranceMist190ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DressBerryWomenBlushFragranceMist190ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DressBerryWomenBlushFragranceMist190ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DressBerryWomenBlushFragranceMist190ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Daytime Fragrance,Mist,,,,Fruity,,Fruity,Floral,7669602,https://www.myntra.com/perfume-and-body-mist/dressberry/dressberry-women-blush-fragrance-mist-190-ml/7669602/buy,Mild,Regular,,,,,,,,,,,,,,
EU00005389,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Blush Limited Edition Eau De Parfum- 100 ml,,100-150 ML,1,Carlton London,2190,985,Blush Limited Edition Eau De Parfum- 100 ml,,,1,Units,,"Progressive Lifestyles Pvt Limited, Aroma De France 324 Vil Ranu TA Padra, Dist. Vadodara Gujarat 391445, India",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CarltonLondonWomenBlushLimitedEditionEauDeParfum-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CarltonLondonWomenBlushLimitedEditionEauDeParfum-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CarltonLondonWomenBlushLimitedEditionEauDeParfum-100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CarltonLondonWomenBlushLimitedEditionEauDeParfum-100ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Vegan,Spray,,,,Floral,,Fruity,Warm and Spicy,21263778,https://www.myntra.com/perfume-and-body-mist/carlton-london/carlton-london-women-blush-limited-edition-eau-de-parfum--100-ml/21263778/buy,Strong,Regular,,,Limited,,,,,,,,,,,
EU00005390,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women BodyLovin Hawaiian Rumba Body Mist 150 ml,Skin,100-150 ML,1,Plum,525,472,"BodyLovin' Hawaiian Rumba Body Mist

Ingredients:
Key Ingredients & Benefit:
Aloe Juice: Say aloe-ha to calm and soothed skin with this body mist! Not only does this keep you smelling beachy, but it also makes sure to keep your skin irritation-free.
Full Ingredient List: Odoriferous Alcoholic Solution, Fragrance, Aloe Barbadensis Leaf Juice, Avobenzone, Octyl Methoxycinnamate.",,,1,Units,,"Flashstar Commerce, Aarvee Enterprises, D222/39, TTC Industrial Area, MIDC, Shirvane, Nerul, Navi Mumbai, 400706, Maharashtra, India. Mfg Lic No. MH/102156",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PlumWomenBodyLovinHawaiianRumbaBodyMist150ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PlumWomenBodyLovinHawaiianRumbaBodyMist150ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PlumWomenBodyLovinHawaiianRumbaBodyMist150ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PlumWomenBodyLovinHawaiianRumbaBodyMist150ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Vegan,Mist,,,,Fresh,,Fresh,Fresh,12248274,https://www.myntra.com/perfume-and-body-mist/plum/plum-women-bodylovin-hawaiian-rumba-body-mist-150-ml/12248274/buy,Medium,Sustainable,,,,,,,,,,,,,,
EU00005391,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women BodyLovin' Vanilla Vibes Body Mist 150 ml,,100-150 ML,1,Plum,525,472,BodyLovin' Vanilla Vibes Body Mist,,,1,Units,,"Flashstar Commerce, Aarvee Enterprises, D222/39, TTC Industrial Area, MIDC, Shirvane, Nerul, Navi Mumbai, 400706, Maharashtra, India. Mfg Lic No. MH/102156",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PlumWomenBodyLovinVanillaVibesBodyMist150ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PlumWomenBodyLovinVanillaVibesBodyMist150ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PlumWomenBodyLovinVanillaVibesBodyMist150ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PlumWomenBodyLovinVanillaVibesBodyMist150ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Vegan,Mist,,,,Fresh,,Fresh,Fresh,12248278,https://www.myntra.com/perfume-and-body-mist/plum/plum-women-bodylovin-vanilla-vibes-body-mist-150-ml/12248278/buy,Medium,Sustainable,,,,,,,,,,,,,,
EU00005392,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Bombshell Upto 24 hrs lasting Eau De Parfum 50 ml,,25-50 ML,1,PERFUMERS CLUB,599,299,"Type: Perfume
Fragrance: Fresh
Strength: Mild
Fragrance: Fresh",,,1,Units,,"Sangrila Lifestyle Pvt Limited., Eurolex Fragrance Pvt Ltd. C-77, Mayapuri Indutrial Area Phase 2 New Delhi-110064",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PERFUMERSCLUBWomenBombshellUpto24hrslastingEauDeParfum50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PERFUMERSCLUBWomenBombshellUpto24hrslastingEauDeParfum50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PERFUMERSCLUBWomenBombshellUpto24hrslastingEauDeParfum50ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PERFUMERSCLUBWomenBombshellUpto24hrslastingEauDeParfum50ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Daytime Fragrance,Spray,,,,Fruity,,Fruity,Floral,12844590,https://www.myntra.com/perfume-and-body-mist/perfumers-club/perfumers-club-women-bombshell-upto-24-hrs-lasting-eau-de-parfum-50-ml/12844590/buy,Mild,Regular,,,,,,,,,,,,,,
EU00005393,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Boujee Eau De Parfum - 20 ml,,0-25 ML,1,MASIC beauty,650,455,Women Boujee Eau De Parfum,,,1,Units,,"Supercom Net, Aroma Dr France, Block no 324, Village Ranu, Ta: Padra, Dist Vododra- 391445 Gujarat",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MASICbeautyWomenBoujeeEauDeParfum-20ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MASICbeautyWomenBoujeeEauDeParfum-20ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MASICbeautyWomenBoujeeEauDeParfum-20ml_3.jpg,,,,,(Y),(Y),(N),,,,Female,,,,,Cruelty-Free,Liquid,,,,Fruity,,Fruity,Warm and Spicy,19606892,https://www.myntra.com/perfume-and-body-mist/masic-beauty/masic-beauty-women-boujee-eau-de-parfum---20-ml/19606892/buy,Strong,Regular,,,,,,,,,,,,,,
EU00005394,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Bouquet Long-Lasting Creme Perfume - 15g,,0-25 ML,1,HOLISTIC HEALINGS BY SHAVETA,850,850,Bouquet Long-Lasting Creme Perfume,,,1,Units,,"RA NATURALS, RA NATURALS - B6, Silver Heights Appartments, Near Wadala Chowk, Jalandhar-144003",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETAWomenBouquetLong-LastingCremePerfume-15g_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETAWomenBouquetLong-LastingCremePerfume-15g_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETAWomenBouquetLong-LastingCremePerfume-15g_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETAWomenBouquetLong-LastingCremePerfume-15g_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Natural,Cream,,,,Fresh,,Fresh,Fresh,20390592,https://www.myntra.com/perfume-and-body-mist/holistic-healings-by-shaveta/holistic-healings-by-shaveta-women-bouquet-long-lasting-creme-perfume---15g/20390592/buy,Medium,Regular,,Long Lasting,,,,,,Creme,Creme,,,,,
EU00005395,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Women Bright Crystal Eau de Toilette 200 ml,,150-200 ML,1,Versace,10800,9720,"Notes:
Top notes: Yuzu, iced accord, pomegranate
Heart notes: Peony, magnolia, lotus flower
Base notes: Acajou, vegetal amber, musk
How to use:
Lightly spray over neck and wrist",,,1,Units,,"Flashtech Retail, BACCAROSE PERFUMES AND BEAUTY PRODUCTS PRIVATE LIMITED, 66, Maker Chambers VI, Nariman Point, Mumbai 400021",Spain,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15VersaceWomenBrightCrystalEaudeToilette200ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15VersaceWomenBrightCrystalEaudeToilette200ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15VersaceWomenBrightCrystalEaudeToilette200ml_3.jpg,,,,,(Y),(Y),(N),,,,Female,,"Lotus,Pomegranate",,,,Spray,,,,Fruity,,,,2394245,https://www.myntra.com/perfume-and-body-mist/versace/versace-women-bright-crystal-eau-de-toilette-200-ml/2394245/buy,Medium,,Perfume,,,,,,,,,,,,,
